date,yhat,sentiment_score,event,impact
2025-03-11,92.9060690895192,0.0,Comedy Exhibit in MG Road,low
2025-03-12,103.57405202462984,0.0,No Event,None
2025-03-13,109.071975178296,0.0,No Event,None
2025-03-14,104.09632330083119,0.5,Wellness Expo in HSR Layout,medium
2025-03-15,93.46103871860936,0.0,No Event,None
2025-03-16,115.87940116898977,0.0,No Event,None
2025-03-17,94.05149743050995,0.0,No Event,None
2025-03-18,102.39748643087101,1.0,Music Meetup at Ulsoor Lake,high
2025-03-19,112.05013867617619,0.0,No Event,None
2025-03-20,116.51549279320638,0.5,History Market near Bangalore Palace,medium
2025-03-21,110.51493175202503,0.0,No Event,None
2025-03-22,98.88574703157859,0.0,No Event,None
2025-03-23,120.36244050035648,0.0,No Event,None
2025-03-24,97.6636945501213,0.5,History Celebration in Koramangala,medium
2025-03-25,105.22522842712684,0.0,No Event,None
2025-03-26,114.19202897990061,0.0,No Event,None
2025-03-27,118.0788048851209,0.0,Book Festival in HSR Layout,low
2025-03-28,111.61196995392224,0.0,No Event,None
2025-03-29,99.63022355697653,0.0,No Event,None
2025-03-30,120.86597452017133,1.0,Music Night at Lalbagh,high
2025-03-31,98.03253257291172,0.0,No Event,None
2025-04-01,105.55727605095477,0.5,School Summer Vacation,medium
2025-04-02,114.57427236766712,0.5,School Summer Vacation,medium
2025-04-03,118.58518653898233,0.5,School Summer Vacation,medium
2025-04-04,112.30176796940403,0.5,School Summer Vacation,medium
2025-04-05,100.54696700946546,0.5,School Summer Vacation,medium
2025-04-06,122.03691049372739,0.5,School Summer Vacation,medium
2025-04-07,99.46864310918036,0.5,School Summer Vacation,medium
2025-04-08,107.25382649313578,0.5,School Summer Vacation,medium
2025-04-09,116.51185670364865,0.5,School Summer Vacation,medium
2025-04-10,120.73122086866691,0.5,School Summer Vacation,medium
2025-04-11,114.61237055178108,0.5,School Summer Vacation,medium
2025-04-12,102.96915283613127,0.5,School Summer Vacation,medium
2025-04-13,124.5110202697008,0.5,School Summer Vacation,medium
2025-04-14,101.93092110463137,0.5,School Summer Vacation,medium
2025-04-15,109.63905907936459,0.5,School Summer Vacation,medium
2025-04-16,118.75598353775568,0.5,School Summer Vacation,medium
2025-04-17,122.77383359225874,0.5,School Summer Vacation,medium
2025-04-18,116.3990193810204,-0.5,School Summer Vacation,medium
2025-04-19,104.45338933409441,0.5,School Summer Vacation,medium
2025-04-20,125.65611461587476,0.5,School Summer Vacation,medium
2025-04-21,102.71120396955392,0.5,School Summer Vacation,medium
2025-04-22,110.04085137532262,0.5,School Summer Vacation,medium
2025-04-23,118.77809141510578,0.5,School Summer Vacation,medium
2025-04-24,122.4276006311165,0.5,School Summer Vacation,medium
2025-04-25,115.70794252056713,0.5,School Summer Vacation,medium
2025-04-26,103.45231922764734,0.5,School Summer Vacation,medium
2025-04-27,124.39007435785905,0.5,School Summer Vacation,medium
2025-04-28,101.23387210249093,0.5,School Summer Vacation,medium
2025-04-29,108.41276538813052,0.5,School Summer Vacation,medium
2025-04-30,117.06463628294884,0.5,School Summer Vacation,medium
2025-05-01,120.69685307972192,0.5,School Summer Vacation,medium
2025-05-02,114.02844545711993,0.5,School Summer Vacation,medium
2025-05-03,101.89086206881284,0.5,School Summer Vacation,medium
2025-05-04,123.00955379870041,0.5,School Summer Vacation,medium
2025-05-05,100.0913042630076,0.5,School Summer Vacation,medium
2025-05-06,107.557514396539,0.5,School Summer Vacation,medium
2025-05-07,116.53691641189067,0.5,School Summer Vacation,medium
2025-05-08,120.52655182475254,0.5,School Summer Vacation,medium
2025-05-09,114.23430376107359,0.5,School Summer Vacation,medium
2025-05-10,102.48003563010903,0.5,School Summer Vacation,medium
2025-05-11,123.97756645464243,0.5,School Summer Vacation,medium
2025-05-12,101.42239124484142,0.5,School Summer Vacation,medium
2025-05-13,109.22534022919503,0.5,School Summer Vacation,medium
2025-05-14,118.50563980886368,0.5,School Summer Vacation,medium
2025-05-15,122.75219850120934,0.5,School Summer Vacation,medium
2025-05-16,116.66639802096928,0.5,School Summer Vacation,medium
2025-05-17,105.06343319931278,0.5,School Summer Vacation,medium
2025-05-18,126.65442459045862,0.5,School Summer Vacation,medium
2025-05-19,104.13420785837326,0.5,School Summer Vacation,medium
2025-05-20,111.91499173712394,0.5,School Summer Vacation,medium
2025-05-21,121.11934774755943,0.5,School Summer Vacation,medium
2025-05-22,125.24135756283445,0.5,School Summer Vacation,medium
2025-05-23,118.98920302913471,0.5,School Summer Vacation,medium
2025-05-24,107.18624945105354,0.5,School Summer Vacation,medium
2025-05-25,128.55285473960276,0.5,School Summer Vacation,medium
2025-05-26,105.79381880006403,0.5,School Summer Vacation,medium
2025-05-27,113.33167645089549,0.5,School Summer Vacation,medium
2025-05-28,122.29930938041942,0.5,School Summer Vacation,medium
2025-05-29,126.20071579307285,0.5,School Summer Vacation,medium
2025-05-30,119.75323552127485,0.5,School Summer Vacation,medium
2025-05-31,107.78829358502146,0.5,School Summer Vacation,medium
2025-06-01,129.0329063656172,0.0,No Event,None
2025-06-02,106.19687515577465,0.0,No Event,None
2025-06-03,113.7058792457636,0.0,No Event,None
2025-06-04,122.69395110514824,0.0,No Event,None
2025-06-05,126.66417731799507,0.0,No Event,None
2025-06-06,120.33092584051289,0.0,No Event,None
2025-06-07,108.52066303941643,0.0,No Event,None
2025-06-08,129.95360281473015,0.0,No Event,None
2025-06-09,107.33110841965764,-1.0,Tech Meetup at Lalbagh,high
2025-06-10,115.06905281782954,1.0,Music Night in Indiranagar,high
2025-06-11,124.29061184726864,0.0,No Event,None
2025-06-12,128.48732384177458,0.0,No Event,None
2025-06-13,122.36170486359923,0.0,No Event,None
2025-06-14,110.72847054750282,0.0,No Event,None
2025-06-15,132.29659374483964,1.0,Community Exhibit near Bangalore Palace,high
2025-06-16,109.7571052291932,0.0,Nature Marathon at Lalbagh,low
2025-06-17,117.51683013952068,0.5,Dance Showcase at Jayanagar,medium
2025-06-18,126.69152187618073,0.5,Community Fair in Koramangala,medium
2025-06-19,130.76721555945156,0.0,No Event,None
2025-06-20,124.44308005454855,0.5,Film Celebration at Lalbagh,medium
2025-06-21,112.53281113697729,0.0,No Event,None
2025-06-22,133.74678856399296,0.0,Food Night at Cubbon Park,low
2025-06-23,110.7799001170635,0.0,No Event,None
2025-06-24,118.04522347005789,0.0,No Event,None
2025-06-25,126.66702823208948,0.0,No Event,None
2025-06-26,130.14192336334065,0.0,No Event,None
2025-06-27,123.18143443753632,0.0,No Event,None
2025-06-28,110.6130610206013,0.0,No Event,None
2025-06-29,131.16204663980923,0.0,No Event,None
2025-06-30,107.53877583381077,1.0,Art Gala near Bangalore Palace,high
2025-07-01,114.17200194714275,0.0,No Event,None
2025-07-02,122.20138181872707,0.0,No Event,None
2025-07-03,125.13815693563484,0.0,No Event,None
2025-07-04,117.70728002743837,0.0,No Event,None
2025-07-05,104.74805155298466,1.0,Tech Expo at Lalbagh,high
2025-07-06,124.99551197262753,0.0,No Event,None
2025-07-07,101.16751652752409,0.5,Community Ceremony at Whitefield,medium
2025-07-08,107.69770684382742,0.0,No Event,None
2025-07-09,115.72786424497684,0.5,Film Market at the Namma Metro Station,medium
2025-07-10,118.76849086578557,0.0,No Event,None
2025-07-11,111.54092163568608,0.0,Book Fair near Bangalore Palace,low
2025-07-12,98.87803309305446,0.0,No Event,None
2025-07-13,119.50579377959737,0.0,No Event,None
2025-07-14,96.13057915170795,0.0,No Event,None
2025-07-15,103.17245898784543,0.0,No Event,None
2025-07-16,111.75793345350154,1.0,Cultural Conference at Cubbon Park,high
2025-07-17,115.38095305850896,0.0,No Event,None
2025-07-18,108.74551288571439,0.5,Innovation Conference in MG Road,medium
2025-07-19,96.66687290905807,0.5,Cultural Ceremony near Bangalore Palace,medium
2025-07-20,117.8536339650211,0.5,Nature Drive in Koramangala,medium
2025-07-21,94.99557654198327,0.0,No Event,None
2025-07-22,102.49745448220261,0.0,No Event,None
2025-07-23,111.47220424017675,0.0,No Event,None
2025-07-24,115.40239026104626,1.0,Dance Parade in MG Road,high
2025-07-25,108.9831634780406,0.0,No Event,None
2025-07-26,97.02377308840262,0.0,No Event,None
2025-07-27,118.22985158691866,0.5,Community Night at Whitefield,medium
2025-07-28,95.29137303681594,0.0,No Event,None
2025-07-29,102.61647211323114,0.0,Tech Fair in Indiranagar,low
2025-07-30,111.32458280113954,0.0,No Event,None
2025-07-31,114.90771841589735,0.0,No Event,None
2025-08-01,108.07317392291628,0.0,Nature Festival in Koramangala,low
2025-08-02,95.64469745241757,0.5,Art Showcase at Whitefield,medium
2025-08-03,116.3443603317155,0.0,No Event,None
2025-08-04,92.88003728375651,0.0,No Event,None
2025-08-05,99.67869800745616,1.0,Tech Marathon at Ulsoor Lake,high
2025-08-06,107.87898431448305,0.0,No Event,None
2025-08-07,110.9919109543575,0.0,No Event,None
2025-08-08,103.7429882523716,0.0,No Event,None
2025-08-09,90.97283078736676,0.0,No Event,None
2025-08-10,111.41849842225936,0.0,No Event,None
2025-08-11,87.80049748030231,0.0,No Event,None
2025-08-12,94.55565808949267,0.0,No Event,None
2025-08-13,102.82937488491297,0.5,Innovation Drive at Cubbon Park,medium
2025-08-14,106.13606002274803,0.0,No Event,None
2025-08-15,99.201114914675,1.0,Independence Day,high
2025-08-16,86.86149039511267,0.5,Wine Fair in Electronic City,medium
2025-08-17,107.84708412247403,0.0,No Event,None
2025-08-18,84.86790241287835,0.0,No Event,None
2025-08-19,92.34719883294251,0.5,Nature Meetup in Indiranagar,medium
2025-08-20,101.41407003302945,0.5,Book Exhibit in MG Road,medium
2025-08-21,105.56434822859869,0.0,No Event,None
2025-08-22,99.50308461228042,0.0,No Event,None
2025-08-23,88.04567904118323,0.0,No Event,None
2025-08-24,109.8998886031975,0.0,No Event,None
2025-08-25,87.75362468819121,0.0,No Event,None
2025-08-26,96.00873246431667,0.5,Wine Meetup at Cubbon Park,medium
2025-08-27,105.77421448681667,0.0,No Event,None
2025-08-28,110.52771932416155,0.0,Film Celebration in Indiranagar,low
2025-08-29,104.958571735987,1.0,Comedy Ceremony in HSR Layout,high
2025-08-30,93.86938330574768,1.0,Film Meetup in MG Road,high
2025-08-31,115.95846148773207,0.5,Food Drive at Lalbagh,medium
2025-09-01,93.90791429746882,0.5,Tech Festival in Electronic City,medium
2025-09-02,102.11763476944101,0.0,No Event,None
2025-09-03,111.69862006840434,0.0,No Event,None
2025-09-04,116.13444244703368,0.0,No Event,None
2025-09-05,110.12414818068454,0.0,No Event,None
2025-09-06,98.48362629152052,1.0,Ganesha Chaturthi,high
2025-09-07,119.92767118867947,0.0,No Event,None
2025-09-08,97.1576457178654,1.0,Book Meetup in HSR Layout,high
2025-09-09,104.59494084950488,0.0,No Event,None
2025-09-10,113.37370150876187,0.0,Wine Market in Koramangala,low
2025-09-11,117.00165245222391,0.0,No Event,None
2025-09-12,110.20231865296888,0.0,No Event,None
2025-09-13,97.8157014308571,0.5,Innovation Festival in Electronic City,medium
2025-09-14,118.5796544114754,0.0,No Event,None
2025-09-15,95.21688570962668,0.0,No Event,None
2025-09-16,102.16780184203704,0.0,No Event,None
2025-09-17,110.58268094297011,0.0,No Event,None
2025-09-18,113.98202552302217,0.0,No Event,None
2025-09-19,107.098403345842,0.0,No Event,None
2025-09-20,94.77684912268882,0.0,No Event,None
2025-09-21,115.75607957203933,0.0,No Event,None
2025-09-22,92.75545344335316,0.0,No Event,None
2025-09-23,100.20789377934801,0.0,No Event,None
2025-09-24,109.25225825867624,0.0,No Event,None
2025-09-25,113.39400265995727,0.0,No Event,None
2025-09-26,107.34743748607096,0.0,No Event,None
2025-09-27,95.93663881008183,0.0,No Event,None
2025-09-28,117.87725147902194,0.0,No Event,None
2025-09-29,95.86409948831023,0.0,No Event,None
2025-09-30,104.3048021308307,0.0,No Event,None
2025-10-01,114.31286173706366,0.0,No Event,None
2025-10-02,119.36904725122847,0.0,No Event,None
